ingredient,drug_b,severity,side_effects,mechanism,clinical_action,confidence,created_at
astra idl maxetoricoxib,warfarin,Moderate,Increased risk of bleeding.,"Etoricoxib can inhibit platelet aggregation and potentially affect gastric mucosa, increasing GI bleeding risk when combined with anticoagulants.",Monitor INR closely and consider a lower dose of warfarin or alternative NSAID.,1,2026-05-13
astra idl maxetoricoxib,ramipril,Moderate,Reduced antihypertensive effect and increased risk of renal impairment.,"NSAIDs can inhibit renal prostaglandin synthesis, which is important for maintaining renal blood flow and counteracting the effects of ACE inhibitors.",Monitor blood pressure and renal function; consider alternative analgesic if necessary.,1,2026-05-13
astra idl maxetoricoxib,furosemide,Moderate,Reduced diuretic effect and potential for renal impairment.,"NSAIDs can inhibit renal prostaglandin synthesis, diminishing the natriuretic and diuretic effects of furosemide.",Monitor fluid balance and renal function; increase furosemide dose if needed or consider alternative analgesic.,1,2026-05-13
astra idl maxetoricoxib,aspirin,Moderate,Increased risk of gastrointestinal bleeding.,Both drugs can irritate the gastric mucosa and inhibit prostaglandin synthesis.,"Avoid concurrent use; if NSAID is required, use the lowest effective dose of etoricoxib and take with food.",1,2026-05-13
astra idl maxetoricoxib,ibuprofen,Moderate,Increased risk of gastrointestinal bleeding and potentially reduced cardioprotective effect of low-dose aspirin.,"Both are NSAIDs with similar mechanisms of action, increasing GI irritation and risk of bleeding.","Avoid concurrent use; if NSAID is required, use the lowest effective dose of etoricoxib and take with food.",1,2026-05-13
astra idl maxetoricoxib,clopidogrel,Moderate,Increased risk of bleeding.,"Etoricoxib's antiplatelet effects may potentiate the antiplatelet effect of clopidogrel, increasing bleeding risk.",Monitor for signs of bleeding; consider alternative if high bleeding risk.,1,2026-05-13
polyethelene glycol,,,,,,1,2026-05-13
sodium acetate,,,,,,1,2026-05-13
sunways,,,,,,1,2026-05-13
light kaolin,digoxin,Moderate,"Reduced absorption of digoxin, leading to decreased efficacy.","Kaolin is an adsorbent that can bind to digoxin in the gastrointestinal tract, preventing its absorption.",Separate administration by at least 2 hours; monitor digoxin levels and therapeutic response.,1,2026-05-13
light kaolin,warfarin,Moderate,"Reduced absorption of warfarin, leading to decreased anticoagulant effect.","Kaolin can adsorb warfarin in the gastrointestinal tract, reducing its absorption.",Separate administration by at least 2 hours; monitor INR closely and adjust warfarin dose as needed.,1,2026-05-13
light kaolin,lincomycin,Major,"Reduced absorption of lincomycin, leading to decreased efficacy.","Kaolin adsorbs lincomycin in the GI tract, hindering its absorption.",Separate administration by at least 2 hours; monitor for signs of infection and consider alternative antibiotic if needed.,1,2026-05-13
light kaolin,tetracyclines,Moderate,"Reduced absorption of tetracyclines, leading to decreased efficacy.","Kaolin can bind to tetracyclines in the GI tract, reducing their absorption.",Separate administration by at least 2 hours; monitor for signs of infection.,1,2026-05-13
glial life science llpdomperidone,ketoconazole,Major,Increased risk of QT prolongation and Torsades de Pointes.,"Ketoconazole is a strong CYP3A4 inhibitor, which metabolizes domperidone, leading to increased plasma concentrations of domperidone.",Avoid concurrent use; consider alternative antiemetic.,1,2026-05-13
glial life science llpdomperidone,erythromycin,Major,Increased risk of QT prolongation and Torsades de Pointes.,"Erythromycin is a CYP3A4 inhibitor, which metabolizes domperidone, leading to increased plasma concentrations of domperidone.",Avoid concurrent use; consider alternative antiemetic.,1,2026-05-13
glial life science llpdomperidone,clarithromycin,Major,Increased risk of QT prolongation and Torsades de Pointes.,"Clarithromycin is a CYP3A4 inhibitor, which metabolizes domperidone, leading to increased plasma concentrations of domperidone.",Avoid concurrent use; consider alternative antiemetic.,1,2026-05-13
glial life science llpdomperidone,atorvastatin,Moderate,Increased risk of myopathy and rhabdomyolysis.,"Domperidone can inhibit CYP3A4, which metabolizes atorvastatin, potentially increasing atorvastatin levels.",Monitor for signs of muscle pain or weakness; use with caution.,1,2026-05-13
glial life science llpdomperidone,simvastatin,Moderate,Increased risk of myopathy and rhabdomyolysis.,"Domperidone can inhibit CYP3A4, which metabolizes simvastatin, potentially increasing simvastatin levels.",Monitor for signs of muscle pain or weakness; use with caution.,1,2026-05-13
glial life science llpdomperidone,tramadol,Moderate,Increased risk of CNS effects including sedation and dizziness.,Both can cause CNS depression.,Monitor for additive CNS effects; use with caution.,1,2026-05-13
glial life science llpdomperidone,codeine,Moderate,Increased risk of CNS effects including sedation and dizziness.,Both can cause CNS depression.,Monitor for additive CNS effects; use with caution.,1,2026-05-13
glial life science llpdomperidone,morphine,Moderate,Increased risk of CNS effects including sedation and dizziness.,Both can cause CNS depression.,Monitor for additive CNS effects; use with caution.,1,2026-05-13
glial life science llpdomperidone,diazepam,Moderate,"Increased risk of CNS depression, sedation, and respiratory depression.",Both can cause CNS depression.,Monitor for additive CNS effects; use with caution.,1,2026-05-13
glial life science llpdomperidone,lorazepam,Moderate,"Increased risk of CNS depression, sedation, and respiratory depression.",Both can cause CNS depression.,Monitor for additive CNS effects; use with caution.,1,2026-05-13
glial life science llpdomperidone,alprazolam,Moderate,"Increased risk of CNS depression, sedation, and respiratory depression.",Both can cause CNS depression.,Monitor for additive CNS effects; use with caution.,1,2026-05-13
glial life science llpdomperidone,midazolam,Moderate,"Increased risk of CNS depression, sedation, and respiratory depression.",Both can cause CNS depression.,Monitor for additive CNS effects; use with caution.,1,2026-05-13
peppermint oil,cyclosporine,Moderate,May decrease absorption of cyclosporine.,"Peppermint oil can affect gastric motility, potentially altering the absorption of certain medications.",Monitor cyclosporine levels and therapeutic response; administer peppermint oil at least 1 hour before or 2 hours after cyclosporine.,1,2026-05-13
peppermint oil,tacrolimus,Moderate,May decrease absorption of tacrolimus.,"Peppermint oil can affect gastric motility, potentially altering the absorption of certain medications.",Monitor tacrolimus levels and therapeutic response; administer peppermint oil at least 1 hour before or 2 hours after tacrolimus.,1,2026-05-13
overseasciprofloxacin,warfarin,Major,Increased risk of bleeding.,"Fluoroquinolones can inhibit the metabolism of warfarin, leading to increased warfarin levels and potentiated anticoagulant effect.",Monitor INR closely and adjust warfarin dose as needed; consider alternative antibiotic if possible.,1,2026-05-13
overseasciprofloxacin,metformin,Moderate,Increased risk of hypoglycemia.,Fluoroquinolones can potentiate the hypoglycemic effect of metformin.,Monitor blood glucose levels closely; advise patient to report symptoms of hypoglycemia.,1,2026-05-13
overseasciprofloxacin,didanosine,Major,Reduced absorption of ciprofloxacin.,"The buffering agents in didanosine can chelate with ciprofloxacin, significantly reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,multivitamins,Major,Reduced absorption of ciprofloxacin.,"Minerals such as calcium, iron, magnesium, and zinc can chelate with ciprofloxacin, significantly reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,sucralfate,Major,Reduced absorption of ciprofloxacin.,"Sucralfate can bind to ciprofloxacin in the GI tract, reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,sevelamer,Major,Reduced absorption of ciprofloxacin.,"Sevelamer can bind to ciprofloxacin in the GI tract, reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,calcium supplements,Major,Reduced absorption of ciprofloxacin.,"Calcium can chelate with ciprofloxacin in the GI tract, reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,magnesium,Major,Reduced absorption of ciprofloxacin.,"Magnesium can chelate with ciprofloxacin in the GI tract, reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,zinc,Major,Reduced absorption of ciprofloxacin.,"Zinc can chelate with ciprofloxacin in the GI tract, reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,iron supplements,Major,Reduced absorption of ciprofloxacin.,"Iron can chelate with ciprofloxacin in the GI tract, reducing its absorption.",Separate administration by at least 2 hours; monitor for treatment failure.,1,2026-05-13
overseasciprofloxacin,theophylline,Moderate,"Increased serum levels of theophylline, leading to toxicity.",Fluoroquinolones can inhibit the metabolism of theophylline.,Monitor theophylline levels closely; consider reducing the dose of theophylline.,1,2026-05-13
overseasciprofloxacin,caffeine,Moderate,"Increased risk of adverse CNS effects (e.g., nervousness, insomnia).",Fluoroquinolones can inhibit the metabolism of caffeine.,Advise patient to limit caffeine intake.,1,2026-05-13
overseasciprofloxacin,phenytoin,Moderate,May alter the serum levels of phenytoin.,Fluoroquinolones may interfere with phenytoin metabolism.,Monitor phenytoin levels and therapeutic effect; adjust dose if necessary.,1,2026-05-13
overseasciprofloxacin,cyclosporine,Moderate,"Increased serum levels of cyclosporine, potentially leading to nephrotoxicity.",Fluoroquinolones can inhibit the metabolism of cyclosporine.,Monitor cyclosporine levels and renal function; consider dose reduction of cyclosporine.,1,2026-05-13
overseasciprofloxacin,lidocaine,Moderate,Increased serum levels of lidocaine.,Fluoroquinolones can inhibit the metabolism of lidocaine.,Monitor lidocaine levels and potential for toxicity.,1,2026-05-13
overseasciprofloxacin,atorvastatin,Moderate,Increased risk of myopathy and rhabdomyolysis.,Fluoroquinolones may inhibit CYP3A4 enzymes involved in statin metabolism.,Use with caution; monitor for signs of muscle damage.,1,2026-05-13
overseasciprofloxacin,rosuvastatin,Moderate,Increased risk of myopathy and rhabdomyolysis.,Fluoroquinolones may inhibit CYP enzymes involved in statin metabolism.,Use with caution; monitor for signs of muscle damage.,1,2026-05-13
carbomer,,,,,,1,2026-05-13
advent life sciences llppantoprazole,warfarin,Minor,May increase warfarin effect.,"Pantoprazole inhibits CYP2C19, which metabolizes some warfarin enantiomers.",Monitor INR closely if initiating or discontinuing pantoprazole.,1,2026-05-13
advent life sciences llppantoprazole,atorvastatin,Minor,May increase atorvastatin levels.,"Pantoprazole inhibits CYP3A4, which metabolizes atorvastatin.",Consider alternative statin or monitor for statin-related side effects.,1,2026-05-13
advent life sciences llppantoprazole,rosuvastatin,Minor,May increase rosuvastatin levels.,"Pantoprazole inhibits CYP2C9 and CYP2C19, which metabolize rosuvastatin.",Consider alternative statin or monitor for statin-related side effects.,1,2026-05-13
